danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
0.424,0.304,8,-14.913,0,0.0322,0.63,0.344,0.0865,0.225,121.32,174382,4,24.22038,11,1
0.728,0.734,11,-3.234,1,0.0318,0.63,3.56E-05,0.137,0.965,135.078,135467,4,26.36875,6,1
0.414,0.316,11,-11.132,0,0.0251,0.555,1.06E-06,0.357,0.62,93.447,122600,4,51.19346,7,0
0.241,0.524,9,-9.31,1,0.031,0.246,0.00297,0.169,0.551,99.271,126267,3,28.40639,7,0
0.683,0.649,9,-12.935,1,0.0316,0.846,0.83,0.154,0.881,111.099,119333,4,26.3125,6,1
0.3,0.882,4,-5.609,1,0.139,0.00212,0.5,0.0995,0.0579,140.416,256267,3,119.90531,7,0
0.2,0.174,0,-15.498,1,0.0385,0.965,0.924,0.102,0.0359,118.846,207627,3,49.38583,10,0
0.68,0.39,2,-8.299,1,0.0269,0.731,1.36E-06,0.124,0.904,145.561,144747,4,32.69183,8,1
0.443,0.291,0,-15.376,1,0.0269,0.439,0.213,0.116,0.51,97.511,166533,3,56.22941,9,1
0.49,0.605,2,-8.34,1,0.0529,0.716,0.0139,0.032,0.924,105.441,154080,4,25.80313,6,0
0.479,0.664,0,-5.966,1,0.0634,0.538,0.00373,0.384,0.338,101.162,499173,4,57.54654,19,0
0.864,0.389,9,-8.95,0,0.0976,0.608,0,0.179,0.839,120.217,169600,4,37.73607,7,0
0.606,0.272,10,-15.393,0,0.135,0.952,0.00402,0.183,0.516,89.316,185027,1,61.57518,7,0
0.591,0.322,2,-9.279,1,0.177,0.946,0,0.285,0.783,148.302,169667,3,34.73024,9,0
0.568,0.75,2,-8.913,1,0.0466,0.0731,0,0.121,0.407,75.82,140440,4,24.8075,7,1
0.661,0.735,7,-10.733,1,0.0876,0.162,0,0.0773,0.693,113.403,151973,4,65.58625,6,1
0.768,0.465,0,-13.935,1,0.0399,0.0776,0.767,0.179,0.962,131.473,64787,4,33.92619,4,0
0.47,0.78,9,-6.106,1,0.0437,0.167,0.894,0.145,0.595,119.441,157240,4,94.84775,5,0
0.485,0.472,1,-14.727,0,0.0359,0.000427,0.0255,0.162,0.75,125.784,167373,4,48.05574,8,0
0.498,0.214,2,-14.533,0,0.0378,0.953,0.596,0.212,0.133,156.409,178707,4,36.40205,10,0
0.654,0.539,0,-7.825,1,0.0274,0.748,0,0.168,0.849,88.978,165920,4,36.55235,9,1
0.427,0.192,10,-16.132,0,0.0355,0.99,0.893,0.143,0.243,97.936,219040,5,113.09108,8,0
0.735,0.535,5,-9.894,1,0.0427,0.498,0,0.279,0.901,127.574,147533,4,36.89662,10,1
0.23,0.953,2,-4.114,1,0.124,0.000184,0.000593,0.321,0.277,105.811,148613,4,17.80553,9,1
0.468,0.536,7,-8.71,0,0.0289,0.943,8.17E-05,0.742,0.599,90.748,156160,4,24.05467,8,1
0.29,0.404,0,-9.321,1,0.0356,0.0239,0.887,0.0848,0.107,85.981,288827,4,24.93016,11,0
0.616,0.185,5,-14.1,1,0.0391,0.56,0,0.157,0.413,130.849,177600,4,23.05052,12,1
0.634,0.512,9,-9.402,1,0.0389,0.59,0.000236,0.222,0.825,125.667,154411,4,35.95226,9,1
0.739,0.403,9,-11.571,1,0.0417,0.679,4.37E-05,0.0517,0.891,97.989,202840,4,20.70234,17,0
0.33,0.2,0,-20.454,1,0.19,0.753,1.87E-05,0.286,0.387,92.321,329024,4,23.39921,14,0
0.22,0.3,7,-5.283,1,0.0261,0.978,0.904,0.134,0.0774,85.555,184227,4,36.24795,8,0
0.499,0.695,3,-8.331,1,0.048,0.67,0,0.13,0.914,103.377,211719,4,18.95456,8,0
0.478,0.783,10,-8.904,1,0.0358,0.5,0.938,0.5,0.89,134.463,276933,4,22.38925,13,0
0.434,0.135,7,-18.33,1,0.0413,0.85,0.458,0.103,0.388,76.392,72867,3,52.22405,4,0
0.492,0.501,9,-13.415,0,0.0299,0.742,0.0696,0.238,0.635,86.492,148560,4,57.14394,7,0
0.296,0.0035,2,-29.955,1,0.0385,0.942,0.754,0.102,0.032,109.541,105333,4,38.77342,4,0
0.478,0.487,9,-10.525,0,0.0433,0.115,0,0.07,0.428,122.447,163747,4,32.43139,10,0
0.547,0.6,5,-9.29,0,0.0399,0.212,0.912,0.339,0.571,97.44,247653,1,42.29712,9,0
0.381,0.759,2,-10.585,1,0.119,0.201,0.222,0.647,0.42,142.181,282147,4,60.61539,10,0
0.537,0.601,6,-8.051,1,0.0277,0.452,0,0.15,0.752,121.85,139088,4,56.36235,6,0
0.333,0.506,7,-7.069,1,0.0299,0.799,0,0.0883,0.522,151.507,184507,4,41.54859,8,1
0.502,0.3,10,-13.698,1,0.0372,0.771,0,0.133,0.453,94.582,174779,3,49.89415,9,1
0.653,0.239,5,-18.54,0,0.0453,0.806,0.0146,0.132,0.765,80.392,171373,4,33.3662,10,1
0.848,0.375,2,-11.741,1,0.0457,0.677,0,0.312,0.899,116.417,138133,4,34.52404,8,0
0.405,0.604,1,-12.113,1,0.0449,0.7,0.000125,0.171,0.777,156.803,480053,4,33.96689,19,0
0.786,0.803,0,-12.7,1,0.0313,0.257,0.793,0.044,0.964,125.841,136853,4,38.53276,7,1
0.304,0.4,5,-8.063,1,0.0285,0.647,0,0.203,0.396,98.22,195640,4,28.10522,10,1
0.666,0.337,5,-12.904,0,0.0511,0.717,0,0.094,0.593,121.128,152440,4,40.46317,9,1
0.667,0.599,0,-8.894,1,0.0291,0.245,0,0.107,0.971,127.935,160280,4,40.51919,8,1
0.446,0.547,9,-8.665,0,0.0344,0.645,0,0.092,0.3,132.674,204573,4,29.93376,12,1
0.472,0.121,9,-18.645,1,0.0909,0.971,2.52E-06,0.44,0.248,136.592,147573,3,60.91067,6,0
0.631,0.568,0,-6.371,1,0.0418,0.705,6.88E-06,0.166,0.96,140.866,119427,4,36.4302,6,1
0.418,0.294,0,-14.145,1,0.0316,0.488,0,0.225,0.557,108.613,132093,4,26.24834,8,1
0.692,0.424,8,-9.939,1,0.0466,0.724,0,0.253,0.609,135.403,116707,4,35.46462,7,1
0.706,0.512,0,-8.306,1,0.0263,0.365,0.164,0.119,0.638,96.388,176840,4,29.95515,10,1
0.783,0.4,4,-13.67,0,0.038,0.827,0,0.23,0.813,118.205,136693,4,46.43298,8,0
0.502,0.322,10,-10.245,1,0.0287,0.744,0,0.136,0.563,114.861,176693,4,18.11226,11,1
0.619,0.444,8,-10.68,1,0.0325,0.316,0.000563,0.0797,0.748,131.345,331907,5,36.67067,19,0
0.588,0.158,11,-17.737,1,0.0341,0.884,0.000648,0.111,0.472,105.659,128867,4,61.58035,5,1
0.693,0.452,10,-13.001,0,0.0387,0.398,0,0.0614,0.794,128.401,171160,4,47.35765,8,1
0.459,0.534,2,-11.926,0,0.0305,0.665,0.825,0.18,0.931,202.954,118133,4,39.86412,6,1
0.523,0.298,11,-15.893,1,0.0331,0.615,2.30E-05,0.164,0.246,132.152,192987,3,18.59594,8,0
0.243,0.128,4,-19.849,1,0.0391,0.974,0.931,0.0909,0.0592,113.416,287320,3,20.47913,13,0
0.682,0.566,7,-11.186,1,0.0353,0.457,2.89E-06,0.0812,0.681,119.615,142293,4,17.45443,9,1
0.701,0.356,2,-10.682,1,0.0424,0.537,0,0.109,0.623,130.773,125680,4,26.73075,7,1
0.608,0.6,11,-13.568,0,0.0406,0.0368,7.55E-06,0.117,0.962,89.536,171747,4,39.31687,10,1
0.528,0.302,7,-13.762,1,0.127,0.64,2.18E-05,0.242,0.256,101.506,110760,3,59.06295,5,0
0.67,0.532,0,-9.339,1,0.0323,0.259,0,0.433,0.901,130.45,136773,4,41.46545,8,1
0.449,0.658,2,-7.325,1,0.0296,0.267,0,0.155,0.475,144.78,165520,4,74.57984,7,1
0.657,0.519,7,-10.346,1,0.0282,0.629,3.11E-06,0.255,0.75,111.651,132800,4,37.09508,8,1
0.482,0.809,5,-7.14,0,0.049,0.643,1.17E-06,0.212,0.783,90.823,208427,3,34.46224,9,0
0.0945,0.0302,8,-29.227,0,0.0417,0.609,0.948,0.112,0.0389,84.288,228067,3,23.04352,7,0
0.669,0.652,0,-10.602,1,0.0366,0.681,0.282,0.101,0.966,87.797,125733,4,49.46319,7,1
0.676,0.731,11,-8.226,1,0.0352,0.364,0,0.375,0.865,118.181,160867,4,51.01548,8,1
0.666,0.0464,7,-18.857,1,0.621,0.82,0,0.144,0.299,148.004,50872,3,26.58409,3,0
0.595,0.676,2,-6.145,1,0.0462,0.511,0,0.0923,0.856,112.674,168467,4,47.89384,6,0
0.547,0.86,0,-4.932,1,0.0322,0.473,0,0.0479,0.87,143.598,136720,4,28.13072,9,1
0.593,0.642,0,-7.22,1,0.0318,0.688,0.84,0.209,0.833,132.569,113133,4,34.19832,5,0
0.428,0.553,10,-13.735,0,0.112,0.536,0.628,0.15,0.206,90.464,177537,4,88.58665,5,0
0.612,0.916,11,-6.18,0,0.0473,0.745,0.00878,0.0728,0.536,121.182,140960,4,41.65272,5,1
0.533,0.691,5,-14.22,1,0.203,0.59,0.00138,0.299,0.486,87.586,45671,4,9.84868,3,0
0.5,0.451,5,-9.536,0,0.0362,0.685,0,0.169,0.706,103.396,154960,4,82.62668,5,0
0.266,0.567,9,-13.958,0,0.0457,0.652,0,0.0418,0.828,81.716,188253,4,41.79598,8,0
0.723,0.597,4,-9.834,1,0.0724,0.259,0.00291,0.0366,0.647,127.358,150173,4,19.29887,8,0
0.58,0.497,5,-10.064,1,0.0391,0.897,0.755,0.128,0.572,102.721,367000,4,38.8341,13,0
0.67,0.669,2,-7.081,1,0.0476,0.831,6.89E-05,0.101,0.927,118.968,131000,4,16.19006,6,0
0.419,0.852,5,-9.584,1,0.613,0.905,0.294,0.971,0.0995,108.036,363333,4,43.30355,13,0
0.577,0.544,5,-12.315,1,0.0742,0.884,0,0.22,0.813,143.914,120200,4,26.30329,6,1
0.66,0.768,9,-5.731,1,0.127,0.189,0,0.225,0.737,138.3,166573,4,34.08158,10,1
0.489,0.775,6,-11.057,1,0.0315,0.271,0.000754,0.152,0.939,124.335,141840,4,23.60209,7,1
0.314,0.677,11,-13.584,1,0.102,0.0858,0.0171,0.339,0.433,107.85,218587,5,39.46458,7,0
0.769,0.367,2,-11.226,1,0.0312,0.684,1.62E-05,0.081,0.535,103.621,163756,4,25.57982,9,1
0.561,0.203,3,-11.931,1,0.0312,0.654,0.0853,0.0997,0.295,131.348,170560,3,31.16751,9,1
0.554,0.186,1,-15.846,1,0.0379,0.909,0.00144,0.11,0.2,81.181,138640,3,31.55459,6,1
0.63,0.842,2,-3.715,1,0.029,0.599,2.94E-06,0.118,0.539,93.892,122867,4,71.94053,4,0
0.579,0.423,3,-10.761,1,0.0355,0.816,0,0.0859,0.815,150.772,147133,4,44.99266,8,1
0.429,0.823,9,-5.781,1,0.129,0.0789,0.815,0.433,0.336,103.262,142067,4,29.76516,6,0
0.138,0.0967,4,-22.356,1,0.0386,0.973,0.919,0.0605,0.0384,65.605,625680,4,29.97478,22,0
0.423,0.384,9,-12.503,1,0.0315,0.729,4.11E-06,0.27,0.521,90.43,182000,4,31.1243,10,1
0.51,0.349,5,-8.677,1,0.0264,0.762,0,0.13,0.586,94.267,157520,4,26.09446,9,1
0.575,0.437,11,-8.578,1,0.0361,0.528,0,0.168,0.885,175.622,125840,4,29.49453,9,0
0.251,0.404,0,-7.517,1,0.0276,0.622,0.0419,0.0669,0.353,174.398,216760,4,27.59944,9,0
0.275,0.813,5,-9.174,0,0.0391,0.392,0.674,0.0762,0.552,151.845,141920,4,23.79383,9,0
0.407,0.424,8,-14.543,1,0.0361,0.883,0.233,0.356,0.349,84.185,167653,4,28.92097,6,1
0.687,0.85,4,-9.801,1,0.0385,0.276,1.27E-06,0.73,0.758,134.092,232313,4,64.91513,11,1
0.455,0.472,7,-8.068,1,0.034,0.993,0.00358,0.353,0.508,116.406,223573,4,33.09922,12,0
0.483,0.101,1,-17.976,1,0.0449,0.992,0.885,0.107,0.137,67.332,225493,4,34.20701,11,0
0.546,0.508,1,-10.112,1,0.0704,0.618,0,0.0819,0.905,172.739,144960,3,30.45782,7,1
0.387,0.42,5,-13.271,1,0.135,0.603,0,0.811,0.408,144.722,484360,4,42.77879,19,0
0.67,0.23,7,-7.945,1,0.0442,0.943,3.34E-06,0.109,0.284,93.448,221688,4,25.18815,10,0
0.623,0.403,8,-10.238,1,0.0485,0.00449,0,0.0295,0.883,113.904,152503,4,94.20775,7,1
0.595,0.947,1,-2.141,1,0.0664,0.506,0,0.58,0.854,124.302,142185,4,36.06318,8,0
0.392,0.485,2,-9.663,1,0.027,0.0189,0.000812,0.167,0.281,80.262,171000,3,43.70171,9,1
0.372,0.654,2,-12.011,1,0.0399,0.0486,0.945,0.216,0.616,145.806,226013,4,15.575,8,0
0.512,0.28,7,-13.114,1,0.039,0.836,0,0.258,0.169,113.463,145733,4,54.34537,6,0
0.511,0.566,6,-9.43,0,0.0324,0.665,0,0.274,0.688,80.625,174733,3,37.86409,10,1
0.424,0.522,10,-11.453,1,0.0396,0.528,0.00415,0.284,0.497,129.464,149000,3,43.69318,8,0
0.33,0.55,0,-13.19,0,0.078,0.748,0.414,0.612,0.727,123.696,237520,4,38.06582,9,0
0.677,0.367,3,-9.764,1,0.0368,0.695,0.306,0.116,0.628,124.397,158933,4,32.98533,11,0
0.494,0.799,0,-7.327,1,0.0628,0.707,4.64E-06,0.314,0.839,168.618,176853,4,34.25766,10,1
0.411,0.252,4,-13.532,1,0.0335,0.855,0,0.39,0.403,105.978,180587,4,46.94555,8,1
0.717,0.695,6,-12.912,0,0.0372,0.327,4.24E-06,0.0862,0.939,102.167,174267,4,32.64929,10,0
0.27,0.208,7,-12.528,1,0.0344,0.97,0.911,0.179,0.177,113.071,221493,4,44.22265,10,0
0.61,0.47,5,-11.599,1,0.0513,0.863,0.00121,0.236,0.809,124.564,138266,4,41.65845,8,1
0.425,0.595,2,-9.055,0,0.0401,0.165,1.28E-05,0.3,0.936,114.994,174120,4,59.70946,7,0
0.721,0.366,8,-15.355,1,0.666,0.953,0,0.223,0.407,117.035,88440,1,24.56572,5,0
0.566,0.469,7,-16.78,1,0.0468,0.429,0.112,0.395,0.846,99.787,207267,4,56.26807,9,0
0.72,0.715,2,-5.503,0,0.0709,0.645,0,0.259,0.675,130.086,101773,4,34.54634,6,0
0.363,0.593,7,-8.661,1,0.0376,0.0637,0,0.146,0.839,203.772,172880,4,26.86814,10,1
0.318,0.945,0,-4.626,0,0.121,0.606,0.000868,0.372,0.939,200.693,107320,4,19.59847,6,0
0.378,0.822,8,-7.05,1,0.585,0.00745,0,0.298,0.823,148.482,128653,4,19.60181,5,1
0.534,0.74,5,-9.585,1,0.0493,0.636,0,0.168,0.792,92.235,159107,4,62.65991,7,1
0.599,0.511,10,-10.072,1,0.0294,0.482,2.03E-05,0.306,0.779,88.229,163200,4,36.48712,8,1
0.41,0.639,7,-10.755,1,0.039,0.239,0,0.573,0.606,116.102,203000,4,40.79994,10,1
0.644,0.38,0,-16.738,1,0.0455,0.741,0,0.143,0.766,125.571,166493,4,28.18404,7,1
0.341,0.415,1,-12.622,1,0.0418,0.889,0.725,0.155,0.62,116.295,298427,4,51.37956,10,0
0.558,0.648,10,-12.566,1,0.043,0.6,0.95,0.307,0.947,88.56,65907,4,24.35245,3,0
0.234,0.763,2,-9.1,1,0.064,0.0305,0.234,0.742,0.304,203.974,654573,4,37.28378,25,0
0.4,0.59,5,-5.788,1,0.0554,0.618,0,0.525,0.895,174.118,174053,3,27.30504,9,0
0.581,0.245,9,-8.521,1,0.0281,0.897,0,0.116,0.432,98.836,128731,3,36.34526,7,0
0.656,0.65,0,-11.643,1,0.0575,0.634,0.0148,0.161,0.931,146.268,157040,3,40.37793,9,1
0.795,0.448,4,-13.427,1,0.0444,0.629,0,0.0659,0.96,122.318,194400,4,24.4881,10,1
0.432,0.659,10,-5.389,1,0.0505,0.386,0,0.289,0.799,78.989,199760,4,56.45703,9,1
0.695,0.561,2,-9.035,1,0.0604,0.819,7.28E-06,0.238,0.913,96.436,147143,4,26.63749,7,0
0.546,0.494,4,-10.39,1,0.034,0.787,0.000111,0.453,0.44,75.655,140467,4,45.11241,4,1
0.256,0.671,8,-13.869,1,0.0629,0.0451,0.848,0.134,0.67,121.244,183893,4,53.84058,8,0
0.54,0.618,2,-13.956,1,0.0303,0.212,0,0.375,0.827,137.551,129892,4,34.65119,8,1
0.689,0.606,5,-13.513,1,0.0461,0.68,0.0588,0.616,0.84,119.527,185160,4,47.84485,8,1
0.48,0.679,7,-6.974,1,0.052,0.271,0,0.627,0.788,122.316,137267,4,35.00444,7,1
0.486,0.778,5,-7.347,1,0.0284,0.08,2.14E-05,0.0746,0.665,84.023,239933,4,28.99234,12,0
0.629,0.621,2,-5.635,1,0.0416,0.734,0.00273,0.0723,0.809,108.293,148933,4,33.14159,8,0
0.525,0.377,7,-19.026,0,0.0405,0.78,0,0.229,0.964,86.672,187120,4,42.30913,8,0
0.576,0.373,3,-10.821,0,0.0287,0.532,0,0.114,0.484,98.423,156960,4,32.05693,8,0
0.914,0.465,5,-11.406,1,0.0618,0.67,0,0.222,0.932,110.205,133120,4,57.04533,4,1
0.575,0.606,9,-7.91,1,0.0343,0.119,0,0.0576,0.908,136.377,134840,3,25.89173,6,1
0.564,0.378,9,-14.468,1,0.168,0.705,0.000716,0.0723,0.687,197.325,102400,4,55.0001,5,1
0.263,0.162,2,-13.53,1,0.0358,0.861,3.50E-06,0.156,0.0903,86.656,270200,4,85.89972,10,0
0.674,0.59,0,-8.735,1,0.0445,0.306,2.04E-06,0.0884,0.843,121.33,145093,4,48.56366,7,1
0.629,0.387,0,-12.652,1,0.0306,0.885,0.0719,0.236,0.828,134.001,138387,4,39.54538,8,1
0.309,0.441,7,-6.524,1,0.0291,0.409,1.73E-05,0.513,0.217,75.734,257840,4,39.265,12,1
0.667,0.197,11,-18.618,0,0.784,0.93,0,0.506,0.351,78.792,141421,4,21.57854,7,0
0.165,0.0631,5,-27.232,1,0.0422,0.986,0.00135,0.113,0.128,91.855,145573,1,41.61583,5,0
0.373,0.441,6,-10.15,0,0.0344,0.634,0,0.0997,0.496,105.684,169373,4,26.12662,10,1
0.732,0.24,10,-14.434,1,0.0593,0.52,5.04E-06,0.237,0.788,127.697,144613,4,47.87163,7,1
0.528,0.564,9,-12.417,0,0.0268,0.174,0.275,0.0913,0.746,106.463,134733,4,29.00002,6,0
0.469,0.59,6,-15.993,0,0.0879,0.461,0.00621,0.936,0.848,99.606,178480,4,25.96663,6,0
0.32,0.221,7,-15.714,1,0.0332,0.774,0,0.145,0.358,76.528,156907,4,42.74527,8,1
0.431,0.572,2,-8.708,1,0.035,0.762,0.812,0.22,0.834,102.547,130594,4,43.13225,6,0
0.34,0.297,0,-19.953,0,0.05,0.926,0.259,0.119,0.454,104.455,257120,3,54.73381,12,0
0.377,0.337,0,-7.346,0,0.0341,0.808,0,0.238,0.545,117.316,245187,3,26.16677,13,0
0.618,0.706,9,-8.587,1,0.0535,0.0243,0.0038,0.0861,0.809,122.394,193520,4,67.12455,7,1
0.783,0.338,8,-13.097,1,0.0332,0.759,0.907,0.0777,0.862,133.309,149667,4,25.46304,8,1
0.327,0.329,5,-15.214,1,0.0554,0.785,0.855,0.0678,0.187,125.069,239200,3,67.63136,11,0
0.568,0.644,7,-7.17,1,0.0278,0.0543,3.98E-06,0.105,0.864,126.813,154147,4,31.67377,8,1
0.539,0.66,11,-4.834,0,0.0319,0.461,0.00189,0.0564,0.735,148.268,146133,4,33.92957,8,1
0.574,0.498,7,-12.138,0,0.042,0.79,0,0.22,0.692,111.509,145213,4,19.59517,8,1
0.525,0.491,10,-9.379,1,0.0275,0.206,0,0.934,0.921,84.513,188560,4,25.64402,10,1
0.388,0.465,10,-9.708,0,0.0301,0.524,0,0.0897,0.523,138.724,140547,4,30.55482,6,1
0.505,0.3,0,-16.485,0,0.0508,0.883,0.898,0.103,0.51,82.038,158227,4,31.90578,8,0
0.456,0.7,2,-9.992,0,0.208,0.991,0.906,0.44,0.283,79.516,44346,1,0,2,0
0.558,0.199,1,-14.242,1,0.0548,0.76,0,0.11,0.265,90.427,192637,3,47.23771,10,0
0.161,0.089,7,-24.109,1,0.0364,0.694,0.0661,0.185,0.039,108.225,80893,4,49.65903,4,0
0.273,0.347,5,-8.631,1,0.0292,0.546,0.0137,0.334,0.328,87.411,179693,3,22.13992,10,1
0.381,0.368,3,-13.426,1,0.0306,0.974,0.24,0.266,0.384,99.132,88427,4,29.89694,5,0
0.31,0.464,7,-8.755,1,0.0275,0.156,8.94E-06,0.132,0.431,144.775,188307,4,39.47564,9,1
0.477,0.684,0,-12.018,1,0.0348,0.625,0,0.329,0.939,152.103,121467,4,46.96209,7,1
0.29,0.125,4,-17.262,1,0.0345,0.915,0.000243,0.0937,0.277,165.897,119747,5,23.09533,8,1
0.459,0.703,6,-9.578,1,0.041,0.677,0.000707,0.0815,0.904,133.5,151160,4,52.04926,6,1
0.611,0.894,8,-6.558,1,0.148,0.771,0,0.247,0.962,155.333,130853,4,19.38354,7,1
0.376,0.477,1,-5.661,1,0.0304,0.148,0.000425,0.0384,0.347,138.923,194107,3,47.25508,9,1
0.519,0.237,2,-13.7,1,0.0337,0.918,0.000274,0.239,0.603,115.157,189200,4,31.50821,12,0
0.62,0.81,5,-6.594,1,0.039,0.432,0,0.0843,0.793,150.738,172400,4,35.95946,7,1
0.373,0.229,7,-16.776,1,0.0312,0.78,0.000201,0.112,0.399,145.027,161693,4,32.35063,10,1
0.587,0.531,7,-6.71,1,0.117,0.668,0,0.293,0.929,129.988,204787,4,31.81926,11,0
0.605,0.455,5,-8.903,0,0.0301,0.595,0,0.0816,0.678,106.825,151289,4,28.13888,9,1
0.691,0.618,6,-6.678,1,0.154,0.831,0,0.136,0.682,126.533,146173,4,25.18333,8,1
0.413,0.887,9,-7.382,1,0.0988,0.00711,0.000863,0.112,0.869,148.138,153947,4,70.54251,6,0
0.569,0.269,6,-15.751,0,0.174,0.973,1.69E-05,0.404,0.459,71.702,143600,3,42.64403,3,0
0.523,0.125,5,-25.177,1,0.589,0.759,0,0.692,0.345,132.635,319227,4,34.77671,12,1
0.696,0.691,9,-11.702,1,0.0382,0.6,0,0.149,0.969,139.508,141773,4,33.95253,6,1
0.546,0.446,2,-12.337,1,0.0271,0.573,3.02E-06,0.18,0.763,134.052,165587,4,41.31323,8,1
0.638,0.251,11,-13.507,0,0.0333,0.822,0,0.0879,0.501,119.316,122160,4,33.67934,6,1
0.652,0.471,7,-11.221,1,0.0323,0.83,0,0.318,0.828,114.542,177200,4,22.94398,10,1
0.512,0.884,4,-6.683,0,0.0381,0.00545,0.26,0.352,0.111,120.972,207947,4,77.39833,5,0
0.12,0.173,7,-16.192,0,0.0331,0.886,0.63,0.223,0.0927,87.076,76707,3,42.10762,4,0
0.329,0.262,11,-14.326,0,0.0739,0.916,0.00118,0.157,0.238,92.982,224467,4,46.34088,11,0
0.17,0.858,5,-7.745,1,0.0628,0.158,0.00365,0.483,0.472,169.386,192400,4,18.12778,12,0
0.526,0.645,5,-9.012,1,0.0375,0.294,3.13E-06,0.107,0.416,99.636,179133,4,36.53217,9,1
0.593,0.392,4,-9.824,1,0.0387,0.55,4.27E-05,0.349,0.353,115.176,177960,3,33.0264,10,0
0.534,0.853,2,-3.747,1,0.0586,0.795,0.00013,0.578,0.773,134.46,149653,4,55.47634,7,1
0.473,0.355,5,-11.759,1,0.0283,0.0963,0,0.213,0.719,102.01,180933,4,30.56675,10,1
0.646,0.68,5,-12.684,1,0.101,0.696,0,0.148,0.842,169.083,131093,4,37.39301,8,1
0.402,0.59,2,-8.394,1,0.0333,0.789,2.71E-05,0.56,0.496,86.443,209267,1,60.07956,8,1
0.56,0.522,7,-11.518,1,0.184,0.589,0,0.134,0.515,69.276,158707,4,29.61475,7,1
0.26,0.49,3,-9.121,0,0.0415,0.806,0,0.336,0.399,80.599,161640,4,17.78969,7,1
0.603,0.689,0,-10.729,1,0.0304,0.0239,3.27E-06,0.33,0.761,99.088,206440,4,28.50424,10,1
0.537,0.565,8,-5.251,1,0.106,0.611,1.13E-06,0.0671,0.638,122.382,155267,4,20.90205,9,1
0.591,0.324,2,-13.218,0,0.0302,0.606,0.000144,0.172,0.617,104.15,159867,3,30.47086,8,1
0.428,0.451,5,-10.188,1,0.0281,0.573,0,0.301,0.47,131.907,178533,4,29.94807,9,1
0.776,0.864,6,-8.631,0,0.0558,0.748,0,0.195,0.963,123.972,144693,4,35.39411,8,1
0.531,0.331,5,-13.276,1,0.0522,0.97,0.0409,0.452,0.849,97.532,133120,4,59.02223,6,0
0.144,0.483,10,-11.873,0,0.0359,0.254,0.001,0.138,0.332,209.864,51160,3,22.22824,4,0
0.52,0.812,7,-8.171,1,0.182,0.0961,1.22E-05,0.27,0.81,164.869,141880,4,65.2735,7,1
0.746,0.641,0,-8.59,1,0.0291,0.0366,0.0133,0.0367,0.889,102.408,190200,4,30.39646,10,1
0.53,0.51,5,-10.313,1,0.289,0.416,0,0.0875,0.864,72.029,173387,3,22.71248,11,0
0.0921,0.0281,6,-25.254,0,0.0366,0.981,0.839,0.146,0.0738,77.889,91133,3,41.15819,5,0
0.492,0.113,6,-18.781,1,0.0375,0.909,0.000869,0.109,0.253,96.796,203720,3,49.12962,9,0
0.539,0.507,9,-10.502,1,0.043,0.563,0,0.212,0.755,80.657,118733,4,23.3285,7,1
0.288,0.392,0,-6.067,1,0.0293,0.951,0.000891,0.209,0.37,92.047,184627,4,38.17407,6,1
0.307,0.636,4,-11.911,1,0.0811,0.162,0.0602,0.139,0.458,79.346,99907,4,45.88872,3,0
0.844,0.462,1,-9.855,1,0.0525,0.713,0.0234,0.106,0.947,84.913,118427,4,45.90819,6,1
0.63,0.551,9,-9.28,1,0.0549,0.373,5.75E-05,0.103,0.518,143.868,274493,4,35.26963,12,1
0.68,0.429,7,-10.944,1,0.0417,0.701,3.55E-05,0.322,0.939,119.865,171493,4,31.22498,10,0
0.497,0.457,8,-12.482,1,0.0308,0.725,0,0.0474,0.488,121.2,154147,4,37.38224,8,1
0.55,0.38,5,-7.963,1,0.0257,0.845,0,0.0791,0.795,99.789,135427,3,60.98239,6,1
0.343,0.396,2,-10.591,1,0.0328,0.789,3.53E-06,0.262,0.628,107.363,143067,5,40.45426,5,0
0.611,0.264,0,-10.299,1,0.0419,0.932,3.10E-06,0.199,0.647,124.606,180733,4,50.62443,8,0
0.51,0.841,10,-5.874,1,0.057,0.715,0,0.431,0.913,77.594,132853,4,78.04575,5,1
0.6,0.791,4,-6.893,1,0.228,0.69,0.000293,0.848,0.883,104.369,128260,4,74.0841,4,0
0.703,0.724,7,-10.818,1,0.0467,0.73,0,0.518,0.963,131.821,155173,4,38.46111,9,1
0.461,0.454,0,-8.661,0,0.0278,0.874,0.00013,0.0678,0.575,91.992,130926,4,47.81154,7,0
0.433,0.527,8,-13.019,1,0.133,0.92,0.000454,0.259,0.374,128.545,304013,4,114.93022,10,0
0.59,0.736,10,-8.459,0,0.0465,0.338,0,0.318,0.964,100.76,144387,4,47.44518,6,0
0.512,0.489,7,-13.072,1,0.0586,0.751,0,0.397,0.931,138.469,193608,4,59.34205,8,1
0.564,0.623,2,-9.553,1,0.0319,0.288,1.31E-05,0.0947,0.911,110.613,160853,4,36.35398,7,1
0.628,0.669,5,-7.207,0,0.0339,0.176,0,0.0627,0.927,105.75,154733,4,59.97401,6,1
0.614,0.752,5,-6.722,1,0.0291,0.537,0,0.0818,0.804,134.988,107827,4,70.42325,4,1
0.566,0.231,2,-12.371,1,0.0314,0.757,0.000753,0.219,0.429,81.064,152800,3,50.85811,8,1
